id,Image,Chockolate_type,Name,Date,Weight,Pack_type
2446,a40679f483bdbcc0e53a439917219c1ee31e80f73b48f1f83ded9cef92ea31ea.jpg,Шоколад молочный с ореховым кремом и печеньем,"""Ritter Sport""",Годен до июля 2016,Вес - 100 г,Упаковка - флоу-пак
2447,4a8b28b4ad6de58d57bb440f34e746746ae65d647957d921ca442a9ecf4b73e2.jpg,Темный шоколад с шоколадной начинкой,"""Темный шоколад с шоколадной начинкой"" (название условное)",NaN,Вес - 50 г,Упаковка - обертка
2448,43635654798ca1d5d8ef382b90e2a2b8dbafa78010d2ff043514fe2b990a5228.jpg,Шоколад,"""Cokolada za kuhanje""  (название условное)",Годен до апреля 2008,Вес - 100 г,Упаковка - прямоугольная коробка
2449,074283ef504254a01057a050728e339ae9353f2bc8d0eb99a4a27336ac85d93e.jpg,Шоколад молочный с кремом из сливочной карамели и лесным орехом,"""Ritter Sport""",NaN,Вес - 100 г,Упаковка - флоу-пак
2450,956728c755d495e134f9e7d83505502538704a7d94902794311a898bad8349cb.jpg,Шоколад молочный с молочно-шоколадной начинкой,"""Ritter Sport - Junior""",NaN,Вес - небольшой,Упаковка - флоу-пак
2451,482895a183ec9e032c7a6616b3ccb28ab7f06bc71704685692f4937a77f0dd21.jpg,Шоколад горький на меду 70 % какао мятный,"""Шоколад на меду Кот-д'Ивуар""",NaN,Вес - 70 г,Упаковка - прямоугольная коробка
2452,56e2f6da35103d47aa46181d1112488c84d7884937d05258c705f6fae529bcb2.jpg,Шоколад молочный с нежной шоколадной начинкой,"""Ritter Sport""",NaN,Вес - 100 г,Упаковка - флоу-пак
2453,a1fa7183e7ef9af4ada4a2f3a7974b0f3ec5f49ea9a6593cbcd4b5223ebc67b4.jpg,Шоколад,"""Котв сапот""",NaN,Вес - 20 г,Упаковка - конверт
2454,0540d1ceefd12d874df5e3b0c4abaaa53d907e78aab487cd9c6c65d6679dcdc8.jpg,Шоколад горький на меду 70 % какао со специями,"""Шоколад на меду""",NaN,Вес - 90 г,Упаковка - обертка
2455,0a47f7cfbe5974ccca08a112ada74d449e54d35dd228b0a50ad512b096453e00.jpg,Шоколад горький с цельным миндалем,"""Ritter Sport""",NaN,Вес - 100 г,Упаковка - флоу-пак
2456,faabea73cbcfddc263d3b8410369dcd27c184c7dc66f1a5b09a2c1c55c0f58f4.jpg,Шоколад,"""Черепашки ниндзя""",Годен до октября 1998,Вес - не указан,Упаковка - прямоугольная коробка
2457,c3eb1ce129ba0a8dc39a6b63f33f46ddc292e43c316c0e469150f211514f6618.jpg,"Шоколад горький с кремовой начинкой ""a la Mousse au Chocolat""","""Ritter Sport""",NaN,Вес - 100 г,Упаковка - флоу-пак
2458,abdf0027737f365557afcfc94bd12ae55712baa360f6516037ac96721773628f.jpg,"Шоколад горький с кремовой начинкой ""a la Mousse au Chocolat""","""Ritter Sport""",NaN,Вес - 100 г,Упаковка - флоу-пак
2459,b028dc250885acf4e8ef26a85cfb52e8ab6528b9721e25ded8075b2fef3e3138.jpg,Шоколад,"""Babi""",Годен до января 1997,Вес - предположительно от 20 до 60 г,Упаковка - обертка
2460,d5e871987edddd8b357d09601dbe37566b2b0d64f54d9fa76e1668501f958b13.jpg,Шоколад белый с йогуртовой начинкой из клубники и ревеня и криспами,"""Ritter Sport""",NaN,Вес - небольшой,Упаковка - флоу-пак
2461,624d64f002aa3fa6aea349e46f4e93ca84b57ae69026a61a071a907bf157d5bc.jpg,Шоколад белый с йогуртовой начинкой из красных ягод и с криспами,"""Ritter Sport""",NaN,Вес - небольшой,Упаковка - флоу-пак
2462,b408fca40d58935542e96ab29e23489d25bfc7b390e80932a69d64272445586a.jpg,Молочный шоколад с апельсиновым вкусом,"""Max""",NaN,Вес - предположительно от 20 до 60 г,Упаковка - обертка
2463,d04f2aa25d10b3f42142bc9f6846923e5c3468aea3818e88e05a741693d9faf0.jpg,Шоколад,"""Max""",NaN,Вес - предположительно от 20 до 60 г,Упаковка - обертка
2464,ec70c1ec7d26adaf0c5c0ebf2a3c33b751b0125b20ab51b028d36d8024873b37.jpg,Шоколад белый с йогуртово-лимонной начинкой,"""Ritter Sport""",NaN,Вес - 100 г,Упаковка - флоу-пак
2465,fb2dd82751b64893fe952efc838bd91cf330f4eed449777686c92902d04b58d6.jpg,Шоколад,"""Max""",NaN,Вес - предположительно от 20 до 60 г,Упаковка - обертка
2466,7f4e8856d197df57cef9e289759ee8d04903c6c716ad661595b361848a243ae2.jpg,Молочный шоколад с жареным арахисом,"""Florida""",NaN,Вес - 80 г,Упаковка - конверт
2467,3a09c322e4d6dffd2dab7028656404080ca46fe311540f8a62eb54f5d4b906ed.jpg,Шоколад белый с лимонно-кремовой начинкой,"""Вафля с лимоном""",NaN,Вес - 100 г,Упаковка - флоу-пак
2468,e5278b71436352772f75dce2bdd4643a38b7557f17f26f0a68fb495702cea92b.jpg,Шоколад молочный и белый,"""Ritter Sport""",Годен до сентября 2012,Вес - 100 г,Упаковка - флоу-пак
2469,613667e091aa07802de305508bd1b03b8945480f825465a70267ed8048ae9495.jpg,Шоколад,"""Ванильный""",NaN,Вес - 50 г,Упаковка - обертка
2470,f12afb42733983f9a40c9fe91ebe621802a17bccaacfb31b8481952581c3a2c2.jpg,Шоколад,"""Сказки Пушкина""",NaN,Вес - 50 г,Упаковка - обертка
2471,37464314129aa181251d1b64b5005dcdd6f11345e971d043ed98181fbb4de8c9.jpg,Молочный шоколад с шоколадным драже в сахарной глазури,"""SpongeBob Schwammkopf"" (название условное)",Годен до сентября 2016,Вес - 110 г,Упаковка - флоу-пак
2472,1afd886820ddb18973e49bdca933079a7f171b307949196ccc88a630f9e0f885.jpg,Шоколад,"""Сказки Пушкина""",NaN,Вес - 100 г,Упаковка - обертка
2473,f7fa2fe0aa5edcd7732db83023d51fea93d997b8bcc68c9f699fb5c7f6ae884d.jpg,Шоколад,"""Цирк""",NaN,Вес - 50 г,Упаковка - обертка
2474,e73d73006f011fd4265052f3f4582aba86eea76163159f66f36f89dda407f8ed.jpg,Молочный шоколад с шоколадным драже в сахарной глазури,"""SpongeBob Schwammkopf"" (название условное)",Годен до сентября 2016,Вес - 110 г,Упаковка - флоу-пак
2475,cb897a9fe4069aca981ee14954dfbb75ea23c5c590422e5cdf6af47151f2c721.jpg,Шоколад,"""Чайка""",NaN,Вес - 100 г,Упаковка - обертка
2476,0f7aa069412e8ac29047a389657abd7e841dcfc55282a1b0aca2285bde1a7a90.jpg,Молочный шоколад украшенный белым шоколадом,"""Friedel"" - ""Weihnachts-Tafel"" (название условное)",Годен до ?,Вес - 75 г,Упаковка - флоу-пак
2477,65b56ced7c1679099dd5e3c25140cf4aa5800a33def56c306a93ec3df7e95261.jpg,Белый и розовый шоколад,"""Two Tone Milk & Strawberry""",NaN,Вес - 31 г,Упаковка - флоу-пак
2478,97f4353a147caef39116f2ff2c4f624c67e4d3b7936c081bd19f70040efac980.jpg,Молочный шоколад с орехом,"""Sarotti"" (название условное)",Годен до марта 2003,Вес - 100 г,Упаковка - конверт
2479,a07ea9a5cce8f613db5d071dc2c938da64917f7bac6fd48c710327bb587a8960.jpg,Белый шоколад с печеньем,"""Alfie Cookies & Cream""",NaN,Вес - 31 г,Упаковка - флоу-пак
2480,eb5024ce0a7e774317bad69bfad08ade7c0f89d19eeac6d8fca0530989c4d88f.jpg,Молочный шоколад с цельными орехами,"""Sarotti"" (название условное)",Годен до ноября 2012,Вес - 100 г,Упаковка - конверт
2481,78bb6c419dfe9fcb90f024d58a2bf4bc5a5cb704de569a157d27f4c7650224f5.jpg,Темный шоколад,"""Sarotti"" (название условное)",Годен до марта 1998,Вес - 100 г,Упаковка - конверт
2482,e26d81dbb041ab3c4574d12020711bd18ac81e8549b36ecc773a91c4b69151d8.jpg,Темный шоколад,"""Sarotti"" (название условное)",Годен до ноября 2003,Вес - 100 г,Упаковка - конверт
2483,e3f3c2625556de0f61b33d94585742a6eec56aeef63a1628530be96ac7553844.jpg,Темный шоколад,"""Sarotti"" (название условное)",Годен до июня 2013,Вес - 100 г,Упаковка - конверт
2484,c9ff6ae6f1c7761a1d71db12a16e4c33e0f2b0c0ba3e05639d2c79a55c6f5537.jpg,Темный шоколад с марципаном,"""Sarotti"" (название условное)",Годен до января 2016,Вес - 100 г,Упаковка - конверт
2485,13f06f6e2f9bb6e7beebd043ed218c42cc50624d0fc251df69ce73920a43572e.jpg,Горький шоколад со сбитыми сливками,"""Sarotti"" (название условное)",NaN,Вес - 100 г,Упаковка - конверт
2486,341d75f8e00b249fdefc8985cecf08af717166fbd7409f916b849c74b758b00d.jpg,Молочный шоколад с изюмом и лесными орехами,"""Almglocke""",NaN,Вес - 100 г,Упаковка - конверт
2487,2c5a2ef400e6294ad3d339644c1335e69e037fb278f6a4efe8e7c3ff165f367a.jpg,Молочный шоколад с лесными орехами,"""Almglocke""",NaN,Вес - 100 г,Упаковка - конверт
2488,1150f8a28bf6298e99b1ae19eb7a79b37854b0b5f4c6e294db551d95023b8679.jpg,Молочный шоколад с лесными орехами,"""Мишка""",NaN,Вес - 100 г,Упаковка - конверт
2489,33c64f48c231cbbbe5c0fe6cce5f259256dd96a3b6e2797793cc985a068515fd.jpg,Молочный шоколад,"""Fin Carre""",Годен до апреля 2013,Вес - 100 г,Упаковка - флоу-пак
2490,e232e1cb0b56580b3f5bbda4c7ebfc438f5bd1db3d980d1437c69f92b082f1d8.jpg,Молочный шоколад,"""Fin Carre""",Годен до апреля 2013,Вес - 100 г,Упаковка - флоу-пак
2491,09eb5b84341efd6b5a70e7d51d87d145ed7d989fe7ab6487b5190c81cadecb25.jpg,Молочный шоколад,"""Fin Carre""",Годен до июля 2014,Вес - 100 г,Упаковка - флоу-пак
2492,e231683b783b36598e9c85d3757bb62fbbdf2124dafcd64556f60fc51be18976.jpg,Молочный шоколад,"""Fin Carre""",Годен до мая 2016,Вес - 100 г,Упаковка - флоу-пак
2493,af1ce7b2d5ee41c2f9580e69da6634accf30541cf1f98e34e0af23f256c96707.jpg,Молочный шоколад с кукурузными хлопьями,"""Fin Carre""",Годен до декабря 2014,Вес - 100 г,Упаковка - флоу-пак
2494,8c25a2c0e6162681708cadf17a36ceb7e926df83f2c2a94c857c6d851028085f.jpg,Молочный шоколад с кусочками миндаля в карамели,"""Fin Carre""",Годен до декабря 2014,Вес - 100 г,Упаковка - флоу-пак
2495,908770e3bae1cfa91843e93a721ca3f66cab711491310b61418d65702af83361.jpg,Молочный шоколад с лесными орехами,"""Fin Carre""",Годен до января 2013,Вес - 100 г,Упаковка - флоу-пак
2496,71f90cee12e5e52979dbe309021a88ff530824c1c14fecf9932f236478aeba8a.jpg,Молочный шоколад с лесными орехами,"""Fin Carre""",Годен до апреля 2013,Вес - 100 г,Упаковка - флоу-пак
2497,173a2bc08258b1723e1ab0e377ec9dd730f189e7def2453f2802c6cba3a63034.jpg,Молочный шоколад с лесными орехами,"""Fin Carre""",Годен до июля 2015,Вес - 100 г,Упаковка - флоу-пак
2498,e660627b0c1ef72a80f67c15b00cf5786be9348b3224ba571101a9264065ca3c.jpg,Молочный шоколад с лесными орехами,"""Fin Carre""",Годен до февраля 2016,Вес - 100 г,Упаковка - флоу-пак
2499,d9732622e954adda46f28c41386340823ef1febff7da35bbb70c6f76e4e64844.jpg,Молочный шоколад с лесными орехами,"""Fin Carre""",Годен до февраля 2016,Вес - 100 г,Упаковка - флоу-пак
2500,6db4bec709553cb6e584c5d6ba35cc6d310dba95839dc0e74a3b0c2b4130ea02.jpg,Молочный шоколад с цельными лесными орехами,"""Fin Carre""",Годен до сентября 2014,Вес - 100 г,Упаковка - флоу-пак
2501,e47d14496dc5af1df5477e457199e816c892edc497ee372c1357de5d5e9b65e9.jpg,Молочный шоколад с цельными лесными орехами,"""Fin Carre""",Годен до июня 2016,Вес - 100 г,Упаковка - флоу-пак
2502,cca83991f217edd7c3f76a0bb0e85bbe81def51be66852996e538771c05defc6.jpg,Молочный шоколад с цельными лесными орехами,"""Fin Carre""",Годен до июня 2016,Вес - 100 г,Упаковка - флоу-пак
2503,9de17a23d760a70dab50d78f90fd07f0085406b913497112536c4a921e677620.jpg,Молочный шоколад с лесными орехами и изюмом,"""Fin Carre""",Годен до апреля 2015,Вес - 100 г,Упаковка - флоу-пак
2504,98e1b5b6ac5303dd70a0cada5ca7d5116c248890142650f1cf11577243fb7e13.jpg,Молочный шоколад с лесными орехами и изюмом,"""Fin Carre""",Годен до января 2016,Вес - 100 г,Упаковка - флоу-пак
2505,fdd81639a36deca71ceb495f695eb92bb33977636eb27eaabb39587c9711dd30.jpg,Молочный шоколад с хрустящими зернами,"""Fin Carre""",Годен до февраля 2015,Вес - 100 г,Упаковка - флоу-пак
2506,efd1ed95b8e58ad83daa0f4a4fd8bec7406e29ecd039bf48775a2f780ea129a0.jpg,"Молочный шоколад с шоколадно-ореховой пастой ""Gianduja""","""Fin Carre""",Годен до декабря 2014,Вес - 100 г,Упаковка - флоу-пак
2507,818890dd505799997ea2d25a830d054b96b910c677474e3bae15103bccd43aaa.jpg,Черный шоколад,"""Fin Carre""",Годен до февраля 2014,Вес - 100 г,Упаковка - флоу-пак
2508,76526e49f37a00553bd827a76ada94325853be7f06a7487e5129e611e0beaf80.jpg,Черный шоколад,"""Fin Carre""",Годен до февраля 2017,Вес - 100 г,Упаковка - флоу-пак
2509,960b9f1bd04e8c013b5646ccab5b88f1c56cc0ecfcbff7ddca6247ea2a96e906.jpg,Черный шоколад,"""Fin Carre""",Годен до апреля 2017,Вес - 100 г,Упаковка - флоу-пак
2510,683d92214b587f6e7f31d69c504c3b2f31de970bd7dfce26aa43da4354f36986.jpg,Черный шоколад,"""Bellarom""",Годен до ноября 2013,Вес - 100 г,Упаковка - флоу-пак
2511,21adcb8fb406aeee1ff933c92f3e1975fe61d5aa6c28f75326676210d0b48fe5.jpg,Черный шоколад,"""Bellarom""",Годен до мая 2017,Вес - 100 г,Упаковка - флоу-пак
2512,18c4d56ede71e514c756f2c29393ced13d02288523aa9d40d2a917d2784c088e.jpg,Белый шоколад,"""Fin Carre""",Годен до июня 2013,Вес - 100 г,Упаковка - флоу-пак
2513,dddda821a1217417ba7ab1b45a5541ea98a8155e5d0a99b0578f42632986fc1b.jpg,Белый шоколад,"""Fin Carre""",Годен до января 2014,Вес - 100 г,Упаковка - флоу-пак
2514,4816aeba0413f9631b2bc05c599ad74172582b386c72354a889a4033bd46ac6f.jpg,Белый шоколад,"""Fin Carre""",Годен до июня 2016,Вес - 100 г,Упаковка - флоу-пак
2515,316938bfb1d6f75146656b8276f5998acbc94f825a23d636c7ae3ac05246b215.jpg,Молочный шоколад,"""Alpia""",NaN,Вес - 100 г,Упаковка - конверт
2516,58ee5246c58a2af07fb902b3d0c135aa7adc6aa9165217c6a0fcff87163608df.jpg,Молочный шоколад,"""Condor""",Годен до января 1995,Вес - 100 г,Упаковка - конверт
2517,11c93e89931ceb3b87830d21347e8ad472fa3918e266b02b91085d6451e82a92.jpg,Молочный шоколад с орехами,"""Alpen Gold""",Годен до июня 1998,Вес - 100 г,Упаковка - конверт
2518,64eeb8fb51aec2a0fc36478e784e1262048958619d20cbb02f7312a1f95ffeca.jpg,Молочный шоколад с лесным орехом,"""Condor""",Годен до августа 1995,Вес - 100 г,Упаковка - конверт
2519,ec7d85f2f335d3e29ead5c998c2bcaf5b24b1a7b498c80afbbee05f7652f8c24.jpg,Молочный шоколад с орехами,"""Schoko dreams""",Годен до октября 1998,Вес - 100 г,Упаковка - трапецевидная коробка
2520,e2f643eb5c09e9dbf2a6c64c30fe59852f16df58a9bf89c0dac1bb6876e1090c.jpg,Молочный шоколад с изюмом и орехами,"""Alpen Gold""",Годен до августа 1998,Вес - 100 г,Упаковка - конверт
2521,4d5ad1a528ee8be326ea97700cf322f5a38dc8cef620ca92348442030cc435f6.jpg,Молочный шоколад с изюмом и орехами,"""Alpen Gold""",Годен до августа 1999,Вес - 100 г,Упаковка - конверт
2522,cf9b5b36368e90c43ba32651fb9738f643d928d3fa5e774fd4efd7c60f89a9f5.jpg,Молочный шоколад с орехами и изюмом,"""Condor""",Годен до января 1995,Вес - 100 г,Упаковка - конверт
2523,57b0b1c6129afd2506334181c4683acca587c07bead174f81aa0b41716cfe59d.jpg,Молочный шоколад с банановой начинкой,"""Alpen Gold""",Годен до июня 1999,Вес - 100 г,Упаковка - конверт
2524,b1cc74d2b8c9120f912e99cede4fcd483e9a9d8754bc3897235eb4d336744aa0.jpg,Молочный шоколад с начинкой бренди-вишня-трюффель,"""Alpia""",Годен до февраля 1997,Вес - 100 г,Упаковка - конверт
2525,33f1a5394ab0005a7816b54cd62ab63bea09092e550e44a0d6eb0ad4e670067c.jpg,Молочный шоколад с вишнево-йогуртовой начинкой,"""Alpia""",Годен до октября 1997,Вес - 100 г,Упаковка - конверт
2526,c06a8d1b14ca621190038095eaed7383eb96f34d9ff324dd0ccd642ba53a7f69.jpg,Молочный шоколад с карамельно-медовой начинкой,"""Alpen Gold""",Годен до июня 1999,Вес - 100 г,Упаковка - конверт
2527,23f05f7a214a53772ba55262253e1449d29d5b304f2edfa1ea7a76d6872766e5.jpg,Молочный шоколад с клубничной начинкой,"""Waldbaur"" (название условное)",Годен до ноября 1998,Вес - 100 г,Упаковка - конверт
2528,9e94a3531e6c0505c67a08382eef03e3fb957eeb0c5d1e0ee550cd544afff37c.jpg,Молочный шоколад с клубнично-йогуртовой начинкой,"""Schoko dreams""",NaN,Вес - 100 г,Упаковка - трапецевидная коробка
2529,89d55fc76627ef309690ccb2b59f136ae2f848eb85792b5592eadb7111667337.jpg,Молочный шоколад с кокосовой начинкой,"""Alpen Gold""",Годен до октября 1998,Вес - 100 г,Упаковка - конверт
2530,f1e9b4901063a5e6cdab35a8e3db5196414e60b4059dac1f1a9ae876d160e46d.jpg,Молочный шоколад с кофейной начинкой,"""Schoko dreams""",Годен до августа 1998,Вес - 100 г,Упаковка - трапецевидная коробка
2531,0c203e413ddceaefdbc0bb07f538fb3ef7ed8ede3bf8f8f48bdc0e25f15b6a7d.jpg,Молочный шоколад с молочной начинкой,"""Alpia""",Годен до сентября 2003,Вес - 100 г,Упаковка - прямоугольная коробка
2532,65f4ed3a5001b2f257654913e4c862bbe120ec7efd37b8545cc4f33437a3cbcf.jpg,Молочный шоколад с мятной начинкой,"""Alpia""",Годен до декабря 1997,Вес - 100 г,Упаковка - конверт
2533,3d3587f1d23fb148257871c9ef23718c8fcf944fe6348736ee6bef5126fa208f.jpg,Молочный шоколад с ореховой начинкой,"""Alpen Gold""",Годен до декабря 1998,Вес - 100 г,Упаковка - конверт
2534,7305dbeb27c78440abeb7d3fb2fabc5df27bfac85ad745de3fcfeeda0246097f.jpg,Молочный шоколад с ореховой начинкой,"""Condor""",Годен до января 1997,Вес - 100 г,Упаковка - конверт
2535,1f580d6ca046eefc31ee829ef34ffb9e5affddb60689344dd58aa529305f9729.jpg,Молочный шоколад с начинкой пралине десерт,"""Condor""",Годен до ноября 1995,Вес - 100 г,Упаковка - конверт
2536,44e64ba0680f76ea4da1cc0057dd9eba24e04c51450ddd178aa67ad7c4c0ec09.jpg,Молочный шоколад с начинкой из тропических фруктов,"""Alpen Gold""",Годен до сентября 1998,Вес - 100 г,Упаковка - конверт
2537,16eec8b6734f8bd1f61063088411bb31a83b07fd20c36952c1210834c21d4c61.jpg,Горький шоколад,"""Alpen Gold""",Годен до апреля 1999,Вес - 100 г,Упаковка - конверт
2538,3a4637fbfe71ee3ac2070311b001a202a600a2cf126405a09f00d3309defca0c.jpg,Горький шоколад,"""Alpia""",Годен до апреля 1998,Вес - 100 г,Упаковка - конверт
2539,08d427bf5fe3d7d685f4bcdfc55330a0159ea12a5b92b3bcf7b59ef2a5efee90.jpg,Горький шоколад,"""Alpia""",Годен до ноября 2003,Вес - 100 г,Упаковка - конверт
2540,1e82596df027492420e8f32244c796eff5e7a2a518244470549072c2402a846a.jpg,Горький шоколад,"""Condor""",Годен до января 1994,Вес - 100 г,Упаковка - конверт
2541,815f23dd290688827bb151ec2557505610f0e5237d8aefeaf667c3ae31fc0a32.jpg,Белый шоколад,"""Alpen Gold""",Годен до апреля 1999,Вес - 100 г,Упаковка - конверт
2542,5cec734441453f5b9047396704e0df1e499e7da487c8f9a779b9d11960230f6b.jpg,Шоколад белый и молочный с экстрактом кофе,"""Alpen Gold""",NaN,Вес - 100 г,Упаковка - конверт
2543,34dc1d406ea07f2557491ad07d21563c3a85edaf5a8c03c24f131a023cb5179a.jpg,Молочный шоколад,"""Siegel Marke""",Годен до ноября 2001,Вес - 100 г,Упаковка - конверт
2544,a9170f683a15b1535bef45cfa33dfedfdaabb2922169932bc6d2d84e7e425423.jpg,Молочный шоколад с орехами,"""Siegel Marke""",NaN,Вес - 100 г,Упаковка - конверт
2545,720c852151986a8b97d5294dd3b63acfe892761f00d1a2fa36c657f66dc5e1f4.jpg,Молочный шоколад с орехами,"""Siegel Marke""",Годен до декабря 1997,Вес - 100 г,Упаковка - конверт
2546,c92751d1890a5fd78b975240ed57a6cfa066e0e9716fe0517cb8001d37fdcefe.jpg,Молочный шоколад с цельным орехом,"""Die Nuss"" (название условное)",Годен до апреля 1998,Вес - 100 г,Упаковка - трапецевидная коробка с окошком неправильной формы
2547,f70fb036a4f893baf98b1f3f12e4bd1ec7f28e793ef296854b8398e784bd1b49.jpg,Молочный шоколад,"""Sonnina""",Годен до июля 1995,Вес - 100 г,Упаковка - конверт
2548,fe8e0b8f259dd7949d7be806892bd0e5e5452a7b56b5b6078f5e6411c491c059.jpg,Молочный шоколад с изюмом и орехами,"""Sonnina""",Годен до октября 1998,Вес - 100 г,Упаковка - конверт
2549,aa6708d1f3d097750ad3304cf7cf0a93d0dfe6c534337660d31bcacb370ecf67.jpg,Молочный шоколад с лесным орехом,"""Sonnina""",Годен до марта 1995,Вес - 100 г,Упаковка - конверт
2550,8e536a70b8f3070be1ada9384d2e1110e6080c87cf82836f60a2be96ff63fad7.jpg,Молочный шоколад с лесным орехом,"""Sonnina""",Годен до августа 1996,Вес - 100 г,Упаковка - конверт
2551,fc3ad5210fbc2dbaf847180e563af90b23f9d3d73a91c8e3b8258e4d1dd73a9c.jpg,Молочный шоколад с вишневой начинкой,"""Sonnina""",Годен до марта 1995,Вес - 100 г,Упаковка - конверт
2552,68fa25ae2748f63f42159d175d2e1aa6e4f88b347ce04caacf05071d3fb394b2.jpg,Молочный шоколад с лимонной начинкой,"""Sonnina""",Годен до марта 1995,Вес - 100 г,Упаковка - конверт
2553,71707585f93f2fc93450b6275199209c7d7398c6bf941a2b164c06c018bcf5d0.jpg,Молочный шоколад с киви-банановой начинкой,"""Sonnina""",Годен до декабря 1998,Вес - 100 г,Упаковка - конверт
2554,4f4c1f4f49df07af358e89ae60c81d2e680d6913e01107ce69a549e7d0f3cc6e.jpg,Молочный шоколад с начинкой из черной смородины,"""Sonnina""",Годен до июля 1998,Вес - 100 г,Упаковка - конверт
2555,e9b860b22242bdb41687eee5ec79c69770b93cbb9fb30dc0fa564523658ff98f.jpg,Шоколад с лимонно-кремовой начинкой,"""Van Netten"" (название условное)",Годен до марта 2003,Вес - 100 г,Упаковка - конверт
2556,e4bc7104a80af9ad43ee256482e365da99056b72fd2d6722c3d7954247930e72.jpg,Шоколад с мятно-кремовой начинкой,"""Sonnina""",Годен до января 1995,Вес - 100 г,Упаковка - конверт
2557,fdc8d2a6ed9dc31fd3ad46784024f35d7ff97a7c89b69e8e7c9dfa948bbd791b.jpg,Горький шоколад,"""Sonnina""",NaN,Вес - 100 г,Упаковка - конверт
2558,f0b6e9c48f3f4d50fd341938a0abe3710a369c658ad4750bc8e8e01c6ac460f9.jpg,Молочный пористый шоколад,"""Sonnina""",Годен до июля 1998,Вес - 100 г,Упаковка - конверт
2559,3c292b0d64340f53e7cfe79fa281852e864097956dbf7cd1c9ef21a8c764ca46.jpg,Молочный пористый шоколад,"""Sonnina""",Годен до октября 1998,Вес - 100 г,Упаковка - конверт
2560,262b0b9746decac09fb62c03cde4248f7794c2395117373e28d0402174db758c.jpg,Горький пористый шоколад,"""Sonnina""",Годен до июля 1998,Вес - 100 г,Упаковка - конверт
2561,ec02b32715adfca1dacd1fbb6e0b77f73afee2ed1267a6e9ea60bdffaed6b175.jpg,Горький пористый шоколад,"""Sonnina""",Годен до ноября 1998,Вес - 100 г,Упаковка - конверт
2562,308886210bd4f2269a85c7562489f1a7ea7c3451939ca3530d6a7d28fb987799.jpg,Молочный шоколад с орехами и изюмом,"""Condor""",Годен до октября 1997,Вес - 100 г,Упаковка - конверт
2563,84aa6424386ca644aa0ba074bdb004de070b0ab002d2ffc2db638b1784bd30f2.jpg,Молочный шоколад с целыми орехами,"""Nuss Riese"" (название условное)",Годен до октября 2000,Вес - 100 г,Упаковка - трапецевидная коробка с окошком неправильной формы
2564,ce7fd70b44d0303a2521fc6988918aa96ae71a6dc60bb911037f1f3e0715bbbf.jpg,Молочный шоколад с бананово-кремовой начинкой,"""Banana"" (название условное)",Годен до августа 1996,Вес - 100 г,Упаковка - конверт
2565,c45fdfd7895fd90d8544ad6c1056e3c5bc5771e09c48a8ba0f51287ea9731818.jpg,Молочный шоколад с клубнично-кремовой начинкой,"""Strawberry"" (название условное)",Годен до апреля 1997,Вес - 100 г,Упаковка - конверт
2566,47f199dd5fffe0e3d4436bba99b20e1c17b70eaf2b422903b7451687591abb65.jpg,Молочный шоколад с кокосовой начинкой,"""Coconut"" (название условное)",Годен до августа 1996,Вес - 100 г,Упаковка - конверт
2567,349a1afcd59dced1d8dd6be85e43faf7e801fd5f30826f49430085d4eb4a30ae.jpg,Молочный шоколад,"""Weinrich"" (название условное)",NaN,Вес - 100 г,Упаковка - конверт
2568,4714a85a2cc83bc128a4d0a1b844dadea61c4cfd8bb8f8eafd69cd2b7a6000f9.jpg,Молочный шоколад с лесными орехами,"""Golden Nuts""",Годен до января 1998,Вес - 100 г,Упаковка - трапециевидная коробка с окошком неправильной формы
2569,a0294d18d5927a91f74b9d539c104e32f64dc59dc2282da44c9076fa55248685.jpg,Молочный шоколад с лесными орехами,"""Weinrich"" (название условное)",NaN,Вес - 100 г,Упаковка - конверт
2570,dc4cd8bf5c0f91507a3ced5f1abc0b0fb8d65854e3c287b701c5fa2ffbd37c9e.jpg,Молочный шоколад с целым лесным орехом,"""Primier""",Годен до августа 2000,Вес - 100 г,Упаковка - трапециевидная коробка с окошком неправильной формы
2571,965612543e829d17a7b01f9c90f2fe2c3774da7dd82243004b5da9eaf102521e.jpg,Молочный шоколад с апельсиново-трюфельной начинкой,"""Weinrich"" (название условное)",Годен до октября 2002,Вес - 100 г,Упаковка - конверт
2572,9b95e98110a11343e4f85299ca0de13cce0d04d9dde59ab63e7f161de8c6768b.jpg,Молочный шоколад с начинкой водка-лимон-трюфель,"""Weinrich"" (название условное)",Годен до июня 1998,Вес - 100 г,Упаковка - конверт
2573,204a3420b3f4991f8c9c83c94987c668e4eb05464adca6551243b8dd1539fb00.jpg,Молочный шоколад с кофейно-трюфельной начинкой,"""Weinrich"" (название условное)",Годен до августа 1998,Вес - 100 г,Упаковка - конверт
2574,48a802e2ce374d9a6c761cfab6e95ccfe511f27e14066ad0f14d8c3b296293aa.jpg,Молочный шоколад с коньячно-трюфельной начинкой,"""Weinrich"" (название условное)",Годен до июля 1998,Вес - 100 г,Упаковка - конверт
2575,aff155c6632bca4ff0cf0604e2481d5a515e777faf6a8727412f81967ebd051b.jpg,Молочный шоколад с коньячно-трюфельной начинкой,"""Weinrich"" (название условное)",Годен до ноября 2001,Вес - 100 г,Упаковка - конверт
